Feature,Importance
cycle,0.6729717344731121
sensor_11,0.09306704900091273
sensor_4,0.07517588616339314
sensor_12,0.036659857594799644
sensor_9,0.029218511067099672
sensor_7,0.026711400794888217
sensor_15,0.013291970040523132
sensor_21,0.011925629690378031
sensor_14,0.010293901070575175
sensor_2,0.0096397297053147
sensor_20,0.008161182033855
sensor_8,0.004364952049716211
sensor_13,0.0030075532708326727
sensor_3,0.0028151971081220107
sensor_17,0.0026507153699436626
sensor_6,4.473056653404755e-05
